model_code,sku,productidweb,category_code,brand,Cảm biến,Định vị,Môn thể thao,SIM,Thực hiện cuộc gọi,Tiện ích,"Chuẩn chống nước, bụi",Theo dõi sức khoẻ,Tiện ích khác,Hiển thị thông báo,Thời gian sử dụng,Thời gian sạc,Dung lượng pin,Cổng sạc,Sản xuất tại,Thời gian ra mắt,Ngôn ngữ,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Kích thước mặt,Chất liệu mặt,Chất liệu khung viền,Chất liệu dây,Độ rộng dây,Chu vi cổ tay,Thay thế,Dài,Ngang,Dày,Khối lượng máy,Thiết kế,Độ phân giải camera trước,Chip xử lý (CPU),Bộ nhớ,Hệ điều hành,Tương thích,Ứng dụng,Kết nối,Đường kính,giá gốc,giá khuyến mãi,khuyến mãi quà
189112,0232391002273,316002,49,Apple,Cảm biến nhiệt độ | La bàn | Cảm biến ánh sáng môi trường | Cảm biến điện học (ECG) | Cảm biến nhịp tim quang học thế hệ 3 | Cao áp kế | Con quay hồi chuyển dải động cao | Gia tốc kế,Galileo | GLONASS | QZSS | Beidou | GPS,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,Không có,Nghe gọi ngay trên đồng hồ,Điều khiển từ xa trên ứng dụng TSmartLife | Công nghệ tản nhiệt mạ vàng | Công nghệ làm lạnh Silk Air | Có sấy,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Nhắc nhở nhịp tim cao, thấp | Ước tính ngày rụng trứng | Đếm số bước chân | Chấm điểm giấc ngủ | Điện tâm đồ | Theo dõi giấc ngủ | Vùng nhịp tim","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Phát hiện té ngã | Điều khiển chơi nhạc | Thay mặt đồng hồ | Từ chối cuộc gọi | Cuộc gọi khẩn cấp SOS | Điều khiển chụp ảnh | Nâng cổ tay sáng màn hình | Màn hình cảm ứng | Trợ lý giọng nói | Chạm hai lần (Double Tap) | Ứng dụng Chú Tâm (Mindfulness) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Phát hiện va chạm | Apple Pay | Rung thông báo | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Line | Cuộc gọi,Khoảng 36 giờ (ở chế độ Năng lượng thấp) | Khoảng 18 giờ (ở chế độ sử dụng thông thường),Hãng không công bố,Hãng không công bố,Đế sạc nam châm,Trung Quốc,09/2023,Tiếng Việt | Tiếng Anh,OLED,1.9,484 x 396 pixels,45 mm,Ion-X strengthened glass,Hợp kim nhôm,Silicone,Hãng không công bố,Hãng không công bố,Có,45,38,10,38,,Không,Apple S9,64 GB,watchOS phiên bản mới nhất,"iPhone Xs trở lên, sử dụng iOS phiên bản mới nhất",Watch,Wi-Fi 4 | Bluetooth v5.3 | NFC | GPS,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
189112,0232391002275,316002,49,Apple,Cảm biến nhiệt độ | La bàn | Cảm biến ánh sáng môi trường | Cảm biến điện học (ECG) | Cảm biến nhịp tim quang học thế hệ 3 | Cao áp kế | Con quay hồi chuyển dải động cao | Gia tốc kế,Galileo | GLONASS | QZSS | Beidou | GPS,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,Không có,Nghe gọi ngay trên đồng hồ,Chế độ làm lạnh nhanh | Công nghệ tản nhiệt mạ vàng | 3 chế độ ngủ thông minh | Hẹn giờ giặt,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Nhắc nhở nhịp tim cao, thấp | Ước tính ngày rụng trứng | Đếm số bước chân | Chấm điểm giấc ngủ | Điện tâm đồ | Theo dõi giấc ngủ | Vùng nhịp tim","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Phát hiện té ngã | Điều khiển chơi nhạc | Thay mặt đồng hồ | Từ chối cuộc gọi | Cuộc gọi khẩn cấp SOS | Điều khiển chụp ảnh | Nâng cổ tay sáng màn hình | Màn hình cảm ứng | Trợ lý giọng nói | Chạm hai lần (Double Tap) | Ứng dụng Chú Tâm (Mindfulness) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Phát hiện va chạm | Apple Pay | Rung thông báo | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Line | Cuộc gọi,Khoảng 36 giờ (ở chế độ Năng lượng thấp) | Khoảng 18 giờ (ở chế độ sử dụng thông thường),Hãng không công bố,Hãng không công bố,Đế sạc nam châm,Trung Quốc,09/2023,Tiếng Việt | Tiếng Anh,OLED,1.9,484 x 396 pixels,45 mm,Ion-X strengthened glass,Hợp kim nhôm,Silicone,Hãng không công bố,Hãng không công bố,Có,45,38,10,38,,Không,Apple S9,64 GB,watchOS phiên bản mới nhất,"iPhone Xs trở lên, sử dụng iOS phiên bản mới nhất",Watch,Wi-Fi 4 | Bluetooth v5.3 | NFC | GPS,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
189112,0232391002274,316002,49,Apple,Cảm biến nhiệt độ | La bàn | Cảm biến ánh sáng môi trường | Cảm biến điện học (ECG) | Cảm biến nhịp tim quang học thế hệ 3 | Cao áp kế | Con quay hồi chuyển dải động cao | Gia tốc kế,Galileo | GLONASS | QZSS | Beidou | GPS,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,Không có,Nghe gọi ngay trên đồng hồ,Chế độ làm lạnh nhanh | Công nghệ tản nhiệt mạ vàng | 3 chế độ ngủ thông minh | Hẹn giờ giặt,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Nhắc nhở nhịp tim cao, thấp | Ước tính ngày rụng trứng | Đếm số bước chân | Chấm điểm giấc ngủ | Điện tâm đồ | Theo dõi giấc ngủ | Vùng nhịp tim","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Phát hiện té ngã | Điều khiển chơi nhạc | Thay mặt đồng hồ | Từ chối cuộc gọi | Cuộc gọi khẩn cấp SOS | Điều khiển chụp ảnh | Nâng cổ tay sáng màn hình | Màn hình cảm ứng | Trợ lý giọng nói | Chạm hai lần (Double Tap) | Ứng dụng Chú Tâm (Mindfulness) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Phát hiện va chạm | Apple Pay | Rung thông báo | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Line | Cuộc gọi,Khoảng 36 giờ (ở chế độ Năng lượng thấp) | Khoảng 18 giờ (ở chế độ sử dụng thông thường),Hãng không công bố,Hãng không công bố,Đế sạc nam châm,Trung Quốc,09/2023,Tiếng Việt | Tiếng Anh,OLED,1.9,484 x 396 pixels,45 mm,Ion-X strengthened glass,Hợp kim nhôm,Silicone,Hãng không công bố,Hãng không công bố,Có,45,38,10,38,,Không,Apple S9,64 GB,watchOS phiên bản mới nhất,"iPhone Xs trở lên, sử dụng iOS phiên bản mới nhất",Watch,Wi-Fi 4 | Bluetooth v5.3 | NFC | GPS,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
189112,0232391002229,316002,49,Apple,Cảm biến nhiệt độ | La bàn | Cảm biến ánh sáng môi trường | Cảm biến điện học (ECG) | Cảm biến nhịp tim quang học thế hệ 3 | Cao áp kế | Con quay hồi chuyển dải động cao | Gia tốc kế,Galileo | GLONASS | QZSS | Beidou | GPS,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,Không có,Nghe gọi ngay trên đồng hồ,Điều khiển từ xa trên ứng dụng TSmartLife | Công nghệ tản nhiệt mạ vàng | Công nghệ làm lạnh Silk Air | Có sấy,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Nhắc nhở nhịp tim cao, thấp | Ước tính ngày rụng trứng | Đếm số bước chân | Chấm điểm giấc ngủ | Điện tâm đồ | Theo dõi giấc ngủ | Vùng nhịp tim","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Phát hiện té ngã | Điều khiển chơi nhạc | Thay mặt đồng hồ | Từ chối cuộc gọi | Cuộc gọi khẩn cấp SOS | Điều khiển chụp ảnh | Nâng cổ tay sáng màn hình | Màn hình cảm ứng | Trợ lý giọng nói | Chạm hai lần (Double Tap) | Ứng dụng Chú Tâm (Mindfulness) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Phát hiện va chạm | Apple Pay | Rung thông báo | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Line | Cuộc gọi,Khoảng 36 giờ (ở chế độ Năng lượng thấp) | Khoảng 18 giờ (ở chế độ sử dụng thông thường),Hãng không công bố,Hãng không công bố,Đế sạc nam châm,Trung Quốc,09/2023,Tiếng Việt | Tiếng Anh,OLED,1.9,484 x 396 pixels,45 mm,Ion-X strengthened glass,Hợp kim nhôm,Silicone,Hãng không công bố,Hãng không công bố,Có,45,38,10,38,,Không,Apple S9,64 GB,watchOS phiên bản mới nhất,"iPhone Xs trở lên, sử dụng iOS phiên bản mới nhất",Watch,Wi-Fi 4 | Bluetooth v5.3 | NFC | GPS,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191406,0232391002262,315998,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191406,0232391002261,315998,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191406,0232391002239,315998,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191406,0232391002225,315998,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191406,0232391002226,316001,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191406,0232391002264,316001,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191406,0232391002266,316001,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191406,0232391002237,316001,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
192131,0232391002263,315998,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
192131,0232391002265,316001,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
189111,0232391002280,315997,49,Apple,Cảm biến nhiệt độ | La bàn | Cảm biến ánh sáng môi trường | Cảm biến điện học (ECG) | Cảm biến nhịp tim quang học thế hệ 3 | Cao áp kế | Con quay hồi chuyển dải động cao | Gia tốc kế,Galileo | GLONASS | QZSS | Beidou | GPS,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,eSIM,Nghe gọi độc lập,Điều khiển từ xa trên ứng dụng TSmartLife | Công nghệ tản nhiệt mạ vàng | Công nghệ làm lạnh Silk Air | Có sấy,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Nhắc nhở nhịp tim cao, thấp | Ước tính ngày rụng trứng | Đếm số bước chân | Chấm điểm giấc ngủ | Điện tâm đồ | Theo dõi giấc ngủ | Vùng nhịp tim","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Từ chối cuộc gọi | Cuộc gọi khẩn cấp SOS | Điều khiển chụp ảnh | Nâng cổ tay sáng màn hình | Màn hình cảm ứng | Trợ lý giọng nói | Tính năng Family Setup | Chạm hai lần (Double Tap) | Ứng dụng Chú Tâm (Mindfulness) | Loa và mic thế hệ thứ hai | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Phát hiện va chạm | Apple Pay | Rung thông báo | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Line | Cuộc gọi,Khoảng 36 giờ (ở chế độ Năng lượng thấp) | Khoảng 18 giờ (ở chế độ sử dụng thông thường),Hãng không công bố,Hãng không công bố,Đế sạc nam châm,Trung Quốc,09/2023,Tiếng Việt | Tiếng Anh,OLED,1.9,484 x 396 pixels,45 mm,Ion-X strengthened glass,Hợp kim nhôm,Silicone,Hãng không công bố,191134,Có,45,38,10,39,,Không,Apple S8,64 GB,watchOS phiên bản mới nhất,"iPhone Xs trở lên, sử dụng iOS phiên bản mới nhất",Watch,Wi-Fi 4 | Bluetooth v5.3 | NFC | GPS,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
189111,0232391002276,315997,49,Apple,Cảm biến nhiệt độ | La bàn | Cảm biến ánh sáng môi trường | Cảm biến điện học (ECG) | Cảm biến nhịp tim quang học thế hệ 3 | Cao áp kế | Con quay hồi chuyển dải động cao | Gia tốc kế,Galileo | GLONASS | QZSS | Beidou | GPS,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,eSIM,Nghe gọi độc lập,Điều khiển từ xa trên ứng dụng TSmartLife | Chế độ ngủ đêm tránh buốt | Công nghệ tản nhiệt mạ vàng | 3 chế độ ngủ thông minh,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Nhắc nhở nhịp tim cao, thấp | Ước tính ngày rụng trứng | Đếm số bước chân | Chấm điểm giấc ngủ | Điện tâm đồ | Theo dõi giấc ngủ | Vùng nhịp tim","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Từ chối cuộc gọi | Cuộc gọi khẩn cấp SOS | Điều khiển chụp ảnh | Nâng cổ tay sáng màn hình | Màn hình cảm ứng | Trợ lý giọng nói | Tính năng Family Setup | Chạm hai lần (Double Tap) | Ứng dụng Chú Tâm (Mindfulness) | Loa và mic thế hệ thứ hai | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Phát hiện va chạm | Apple Pay | Rung thông báo | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Line | Cuộc gọi,Khoảng 36 giờ (ở chế độ Năng lượng thấp) | Khoảng 18 giờ (ở chế độ sử dụng thông thường),Hãng không công bố,Hãng không công bố,Đế sạc nam châm,Trung Quốc,09/2023,Tiếng Việt | Tiếng Anh,OLED,1.9,484 x 396 pixels,45 mm,Ion-X strengthened glass,Hợp kim nhôm,Silicone,Hãng không công bố,191134,Có,45,38,10,39,,Không,Apple S8,64 GB,watchOS phiên bản mới nhất,"iPhone Xs trở lên, sử dụng iOS phiên bản mới nhất",Watch,Wi-Fi 4 | Bluetooth v5.3 | NFC | GPS,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
189111,0232391002278,315997,49,Apple,Cảm biến nhiệt độ | La bàn | Cảm biến ánh sáng môi trường | Cảm biến điện học (ECG) | Cảm biến nhịp tim quang học thế hệ 3 | Cao áp kế | Con quay hồi chuyển dải động cao | Gia tốc kế,Galileo | GLONASS | QZSS | Beidou | GPS,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,eSIM,Nghe gọi độc lập,Chế độ làm lạnh nhanh | Chức năng bật tắt đèn hiển thị khi làm việc | Công nghệ làm lạnh Silk Air | Hẹn giờ giặt,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Nhắc nhở nhịp tim cao, thấp | Ước tính ngày rụng trứng | Đếm số bước chân | Chấm điểm giấc ngủ | Điện tâm đồ | Theo dõi giấc ngủ | Vùng nhịp tim","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Từ chối cuộc gọi | Cuộc gọi khẩn cấp SOS | Điều khiển chụp ảnh | Nâng cổ tay sáng màn hình | Màn hình cảm ứng | Trợ lý giọng nói | Tính năng Family Setup | Chạm hai lần (Double Tap) | Ứng dụng Chú Tâm (Mindfulness) | Loa và mic thế hệ thứ hai | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Phát hiện va chạm | Apple Pay | Rung thông báo | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Line | Cuộc gọi,Khoảng 36 giờ (ở chế độ Năng lượng thấp) | Khoảng 18 giờ (ở chế độ sử dụng thông thường),Hãng không công bố,Hãng không công bố,Đế sạc nam châm,Trung Quốc,09/2023,Tiếng Việt | Tiếng Anh,OLED,1.9,484 x 396 pixels,45 mm,Ion-X strengthened glass,Hợp kim nhôm,Silicone,Hãng không công bố,191134,Có,45,38,10,39,,Không,Apple S8,64 GB,watchOS phiên bản mới nhất,"iPhone Xs trở lên, sử dụng iOS phiên bản mới nhất",Watch,Wi-Fi 4 | Bluetooth v5.3 | NFC | GPS,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
189111,0232391002277,315997,49,Apple,Cảm biến nhiệt độ | La bàn | Cảm biến ánh sáng môi trường | Cảm biến điện học (ECG) | Cảm biến nhịp tim quang học thế hệ 3 | Cao áp kế | Con quay hồi chuyển dải động cao | Gia tốc kế,Galileo | GLONASS | QZSS | Beidou | GPS,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,eSIM,Nghe gọi độc lập,Chế độ làm lạnh nhanh | Công nghệ tản nhiệt mạ vàng | Tự động làm sạch Auto Clean | Có sấy,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Nhắc nhở nhịp tim cao, thấp | Ước tính ngày rụng trứng | Đếm số bước chân | Chấm điểm giấc ngủ | Điện tâm đồ | Theo dõi giấc ngủ | Vùng nhịp tim","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Từ chối cuộc gọi | Cuộc gọi khẩn cấp SOS | Điều khiển chụp ảnh | Nâng cổ tay sáng màn hình | Màn hình cảm ứng | Trợ lý giọng nói | Tính năng Family Setup | Chạm hai lần (Double Tap) | Ứng dụng Chú Tâm (Mindfulness) | Loa và mic thế hệ thứ hai | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Phát hiện va chạm | Apple Pay | Rung thông báo | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Line | Cuộc gọi,Khoảng 36 giờ (ở chế độ Năng lượng thấp) | Khoảng 18 giờ (ở chế độ sử dụng thông thường),Hãng không công bố,Hãng không công bố,Đế sạc nam châm,Trung Quốc,09/2023,Tiếng Việt | Tiếng Anh,OLED,1.9,484 x 396 pixels,45 mm,Ion-X strengthened glass,Hợp kim nhôm,Silicone,Hãng không công bố,191134,Có,45,38,10,39,,Không,Apple S8,64 GB,watchOS phiên bản mới nhất,"iPhone Xs trở lên, sử dụng iOS phiên bản mới nhất",Watch,Wi-Fi 4 | Bluetooth v5.3 | NFC | GPS,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
189111,0232391002230,315997,49,Apple,Cảm biến nhiệt độ | La bàn | Cảm biến ánh sáng môi trường | Cảm biến điện học (ECG) | Cảm biến nhịp tim quang học thế hệ 3 | Cao áp kế | Con quay hồi chuyển dải động cao | Gia tốc kế,Galileo | GLONASS | QZSS | Beidou | GPS,Chạy bộ | Yoga | Bơi lội | Đi bộ | Đạp xe,eSIM,Nghe gọi độc lập,Chế độ ngủ đêm tránh buốt | Chế độ làm lạnh nhanh | Chức năng bật tắt đèn hiển thị khi làm việc | Tự động làm sạch Auto Clean,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Nhắc nhở nhịp tim cao, thấp | Ước tính ngày rụng trứng | Đếm số bước chân | Chấm điểm giấc ngủ | Điện tâm đồ | Theo dõi giấc ngủ | Vùng nhịp tim","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Từ chối cuộc gọi | Cuộc gọi khẩn cấp SOS | Điều khiển chụp ảnh | Nâng cổ tay sáng màn hình | Màn hình cảm ứng | Trợ lý giọng nói | Tính năng Family Setup | Chạm hai lần (Double Tap) | Ứng dụng Chú Tâm (Mindfulness) | Loa và mic thế hệ thứ hai | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Phát hiện va chạm | Apple Pay | Rung thông báo | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Viber | Line | Cuộc gọi,Khoảng 36 giờ (ở chế độ Năng lượng thấp) | Khoảng 18 giờ (ở chế độ sử dụng thông thường),Hãng không công bố,Hãng không công bố,Đế sạc nam châm,Trung Quốc,09/2023,Tiếng Việt | Tiếng Anh,OLED,1.9,484 x 396 pixels,45 mm,Ion-X strengthened glass,Hợp kim nhôm,Silicone,Hãng không công bố,191134,Có,45,38,10,39,,Không,Apple S8,64 GB,watchOS phiên bản mới nhất,"iPhone Xs trở lên, sử dụng iOS phiên bản mới nhất",Watch,Wi-Fi 4 | Bluetooth v5.3 | NFC | GPS,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191405,0232391002272,315996,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191405,0232391002228,315996,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191405,0232391002286,315996,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191405,0232391002271,315996,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191405,0232391002267,315995,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191405,0232391002268,315995,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191405,0232391002269,315995,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
191405,0232391002227,315995,49,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
