model_code,sku,productidweb,category_code,brand_id,brand,Sản xuất tại,Chất liệu thân vỏ,Tiện ích,Cao,Ngang,Sâu,Khối lượng máy,Công suất đầu ra,Độ ồn,Số lượng,Dòng sản phẩm,Loại sản phẩm,Bảng điều khiển,Công nghệ,Công nghệ sấy,Chương trình,Dài ống cấp nước,Dài ống xả nước,Tiêu thụ nước,Chất liệu cửa,Khay chén,giá gốc,giá khuyến mãi,khuyến mãi quà
179692,3053859000121,320592,39,366,Junger,Thái Lan,Thép sơn tĩnh điện,"Khoá an toàn trẻ em | Khử trùng bằng tia UV - Junger UV Virus Killer Tech | Chức năng tự làm mềm nước | Đèn LED báo hết muối, hết nước làm bóng | Cảm biến độ bẩn của nước - Junger Super AI Cleaning | Chống tràn và rò rỉ | Aquastop - tự ngắt nguồn nước khi có rò rỉ | Hẹn giờ bắt đầu rửa | Bộ lọc bằng vật liệu PP+30%T+AISI304 kháng khuẩn | Tự ngắt khi áp lực nước đầu vào yếu | Tự động căn chỉnh thời gian/lượng nước | Màn hình LED hiển thị dễ quan sát | Vòi phun 360 | Chức năng bảo vệ quá tải - quá áp | Khử mùi bằng gió tươi đối lưu Fresh Air | Chức năng sấy khô chuyên sâu | Tự kích hoạt lại chương trình khi có điện",60,55,50,27,1480W - 1760W,49 dB,3 - 4 bữa ăn Việt (12 - 13 bộ Châu Âu),2024,Máy rửa chén độc lập,Màn hình hiển thị | Cảm ứng | Biểu tượng chương trình hoạt động,Tiệt trùng bằng tia UV - Junger UV Virus Killer Tech | Công nghệ rửa khử khuẩn 75°C,Sấy nóng Junger Super Dry Tech,Rửa chuyên sâu | Rửa tự động AI | Rửa tráng | Rửa tiết kiệm ECO | Rửa khử khuẩn | Rửa hàng ngày | Tự làm sạch | Rửa nhanh,150,172,~ 9.3 lít/lần rửa,Inox 304 phun sơn,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",23790000,10990000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | 1 đổi 1 trong vòng 90 ngày (Lỗi NSX) (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179679,3053859000120,318933,39,347,Hafele,Trung Quốc,Thép không gỉ được sơn tĩnh điện,"Khoá trẻ em | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Tự động hé cửa ở cuối chương trình | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Làm sạch tăng cường | Sấy khô tăng cường | Tăng tốc độ rửa | Động cơ Inverter BLDC | Rửa bán tải Half load",84,59,61,45,1760W - 2100W,44 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),2023,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị,Rửa bằng nước nóng,Sấy tăng cường,Rửa ngâm tráng qua nước lạnh | Rửa tiêu chuẩn (tiết kiệm) | Rửa thường | Rửa mạnh | Rửa ly tách dễ vỡ | Rửa 90 phút | Rửa tự động | Rửa nhanh,170,140,~ 9.8 lít/lần rửa,Thép không gỉ được sơn tĩnh điện,Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179678,3053859000119,318932,39,347,Hafele,Trung Quốc,Thép không gỉ được sơn tĩnh điện,"Khoá trẻ em | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Aquastop - tự ngắt nguồn nước khi có rò rỉ | Sấy khô tăng cường | Tăng tốc độ rửa | Động cơ Inverter BLDC | Rửa bán tải Half load",84,59,60,47,1760W - 2100W,47 dB,3 - 4 bữa ăn Việt (15 bộ Châu Âu),2023,Máy rửa chén độc lập,Màn hình hiển thị | Cảm ứng,Tia UV diệt khuẩn | Rửa bằng nước nóng,Sấy nhiệt Turbo Air Pro,Rửa ngâm | Rửa tiêu chuẩn (tiết kiệm) | Rửa vệ sinh | Rửa ly tách dễ vỡ | Tự làm sạch | Rửa 90 phút | Rửa tự động | Rửa nhanh,148,137,~ 9.8 lít/lần rửa,Thép không gỉ được sơn tĩnh điện,Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới,20610000,12190000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179677,3053859000118,318931,39,347,Hafele,Trung Quốc,Thép không gỉ được sơn tĩnh điện,"Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Động cơ Inverter BLDC | Rửa bán tải Half load",80,59,60,44,1760W - 2100W,55 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),2023,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị,Tia UV diệt khuẩn | Rửa bằng nước nóng,Không có,Rửa tiêu chuẩn (tiết kiệm) | Rửa thường | Rửa vệ sinh | Tự vệ sinh | Rửa tự động | Rửa nhanh,165,139,~ 14.4 lít/lần rửa,Thép không gỉ được sơn tĩnh điện,Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới,17660000,10190000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179665,3053859000117,318131,39,133,Bosch,Đức,Thép sơn tĩnh điện,"Khoá trẻ em | Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Vario Speed Plus: tiết kiệm 65% thời gian rửa | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Chức năng vệ sinh máy Machine care | Chức năng tăng tốc độ rửa SpeedPerfect | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Động cơ Inverter BLDC | Chế độ làm sạch Hygiene Plus | Glass protection - bảo vệ ly tách thủy tinh | Rửa bán tải Half load",84,60,60,57,2400W,42 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),2023,Máy rửa chén độc lập,Màn hình hiển thị | Cảm ứng,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Rửa bằng nước nóng,PerfectDry with Zeolith (nhiệt có sẵn + sấy đá nóng),Rửa chuyên sâu | Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa nhanh 45°C | Rửa nhanh 65°C | Rửa tự động,169,188,~ 9.5 lít/lần rửa,Thép sơn tĩnh điện,"Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",34900000,25090000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179664,3053859000116,318130,39,133,Bosch,Đức,Thép sơn tĩnh điện,Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Extra Clean Zone - Khu vực tăng cường rửa sạch cho những vết bẩn khó trị | Chức năng vệ sinh máy Machine care | Chức năng tăng tốc độ rửa SpeedPerfect | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Extra Dry - Sấy tăng cường | Glass protection - bảo vệ ly tách thủy tinh | Rửa bán tải Half load,84,60,60,57,2400W,55 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2023,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Rửa bằng nước nóng,PerfectDry with Zeolith (nhiệt có sẵn + sấy đá nóng),Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa siêu tĩnh | Rửa tự động | Rửa nhanh,169,188,~ 9.5 lít/lần rửa,Thép sơn tĩnh điện,Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới,27481091,27481091,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179663,3053859000115,318129,39,133,Bosch,Đức,Thép sơn tĩnh điện,"Khoá trẻ em | Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Extra Clean Zone - Khu vực tăng cường rửa sạch cho những vết bẩn khó trị | Chức năng vệ sinh máy Machine care | Chức năng tăng tốc độ rửa SpeedPerfect | Chức năng hẹn giờ  (từ 1 - 24 tiếng)",84,60,60,57,2400W,40 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2023,Máy rửa chén độc lập,Màn hình hiển thị | Cảm ứng,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Rửa bằng nước nóng,Heat Exchanger + Drying assist (nhiệt có sẵn + sấy hỗ trợ - có hé cửa),Rửa chuyên sâu | Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa nhanh 45°C | Rửa nhanh 65°C | Rửa siêu tĩnh | Rửa tự động,170,191,~ 9 lít/lần rửa,Thép sơn tĩnh điện,Khay dao kéo | Khay dưới | Khay trên,30900000,22990000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179662,3053859000114,318128,39,133,Bosch,Đức,Thép sơn tĩnh điện,"Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Vario Speed Plus: tiết kiệm 65% thời gian rửa | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Extra Clean Zone - Khu vực tăng cường rửa sạch cho những vết bẩn khó trị | Chức năng vệ sinh máy Machine care | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Glass protection - bảo vệ ly tách thủy tinh | Rửa bán tải Half load",84,60,60,55,2400W,40 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2023,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Rửa bằng nước nóng,Heat Exchanger + Drying assist (nhiệt có sẵn + sấy hỗ trợ - có hé cửa),Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa siêu tĩnh | Rửa tự động | Rửa nhanh,169,188,~ 9 lít/lần rửa,Thép sơn tĩnh điện,Khay dao kéo | Khay dưới | Khay trên,25320000,25320000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179661,3053859000113,318126,39,133,Bosch,Tây Ban Nha,Thép sơn tĩnh điện,"Đèn LED báo hết muối, hết nước làm bóng | Vario Speed Plus: tiết kiệm 65% thời gian rửa | EcoSilence Drive: hoạt động mạnh mẽ, yên tĩnh | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Chức năng tăng tốc độ rửa SpeedPerfect | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Glass protection - bảo vệ ly tách thủy tinh",45,55,50,21,2400W,49 dB,~2 bữa ăn Việt (6 bộ Châu Âu),2023,Máy rửa chén mini,Núm xoay | Nút nhấn | Màn hình hiển thị,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Rửa bằng nước nóng,Extra Dry - Sấy tăng cường,Rửa ngâm tráng qua nước lạnh | Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Rửa ly tách dễ vỡ | Rửa tự động | Rửa nhanh,165,215,~ 8 lít/lần rửa,Thép sơn tĩnh điện,"Khay dưới | Giỏ đựng dao, muỗng, đũa",17660000,17660000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179660,3053859000112,318125,39,133,Bosch,Đức,Thép sơn tĩnh điện,"Khoá trẻ em | Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Chức năng vệ sinh máy Machine care | Chức năng tăng tốc độ rửa SpeedPerfect | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Extra Dry - Sấy tăng cường | Rửa bán tải Half load | Giỏ đựng linh hoạt Vario",84,60,60,50,2400W,42 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),2023,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Rửa bằng nước nóng,Công nghệ sấy PureDry,Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa siêu tĩnh | Rửa tự động | Rửa nhanh,169,189,~ 9 lít/lần rửa,Thép sơn tĩnh điện,Khay dao kéo | Khay dưới | Khay trên,22380000,22380000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179659,3053859000111,318124,39,133,Bosch,Ba Lan,Thép sơn tĩnh điện,"Khoá trẻ em | Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Chức năng vệ sinh máy Machine care | Chức năng tăng tốc độ rửa SpeedPerfect | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Glass protection - bảo vệ ly tách thủy tinh | Rửa bán tải Half load | EfficientDry - Tự động hé cửa ở cuối chương trình | Giỏ đựng linh hoạt Vario",84,60,60,52,2400W,40 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),2023,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Rửa bằng nước nóng,Heat Exchanger + Drying assist (nhiệt có sẵn + sấy hỗ trợ - có hé cửa),Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa siêu tĩnh | Rửa tự động | Rửa nhanh,169,189,~ 9 lít/lần rửa,Thép sơn tĩnh điện,Khay dao kéo | Khay dưới | Khay trên,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179658,3053859000110,318122,39,133,Bosch,Thổ Nhĩ Kỳ,Thép sơn tĩnh điện,"Khoá trẻ em | Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | EcoSilence Drive: hoạt động mạnh mẽ, yên tĩnh | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Chức năng tăng tốc độ rửa SpeedPerfect | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Khay VarioFlex | Chế độ làm sạch Hygiene Plus | Glass protection - bảo vệ ly tách thủy tinh | Giỏ đựng linh hoạt Vario",84,60,60,45,2400W,48 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2023,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Rửa bằng nước nóng,Công nghệ sấy PureDry,Rửa chuyên sâu | Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa tự động | Rửa nhanh,149,191,~ 9.5 lít/lần rửa,Thép sơn tĩnh điện,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179657,3053859000109,318121,39,133,Bosch,Ba Lan,Thép sơn tĩnh điện,"Khoá trẻ em | Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Chức năng vệ sinh máy Machine care | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Chức năng tăng tốc độ rửa SpeedPerfect+ | Glass protection - bảo vệ ly tách thủy tinh | Rửa bán tải Half load | EfficientDry - Tự động hé cửa ở cuối chương trình | Giỏ đựng linh hoạt Vario",84,60,60,51,2400W,42 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2023,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Rửa bằng nước nóng,Heat Exchanger + Drying assist (nhiệt có sẵn + sấy hỗ trợ - có hé cửa),Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa siêu tĩnh | Rửa tự động | Rửa nhanh,169,189,~ 9 lít/lần rửa,Thép sơn tĩnh điện,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",23900000,15190000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179656,3053859000108,318120,39,133,Bosch,Đức,Thép sơn tĩnh điện,"Khoá trẻ em | Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Vario Speed: tăng tốc khoảng 20% - 50% thời gian rửa | Chức năng vệ sinh máy Machine care | Chức năng tăng tốc độ rửa SpeedPerfect | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Glass protection - bảo vệ ly tách thủy tinh | Rửa bán tải Half load",84,60,60,54,2400W,44 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2023,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Rửa bằng nước nóng,Heat Exchanger + Drying assist (nhiệt có sẵn + sấy hỗ trợ - có hé cửa),Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa siêu tĩnh | Rửa tự động | Rửa nhanh,169,189,~ 6.7 lít/lần rửa,Thép sơn tĩnh điện,Khay dao kéo | Khay dưới | Khay trên,25900000,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179655,3053859000107,318119,39,133,Bosch,Ba Lan,Thép sơn tĩnh điện,"Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Chức năng vệ sinh máy Machine care | Chức năng tăng tốc độ rửa SpeedPerfect | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Màn hình LED hiển thị dễ quan sát | Extra Dry - Sấy tăng cường | Glass protection - bảo vệ ly tách thủy tinh",84,60,60,45,2400W,48 dB,3 - 4 bữa ăn Việt (12 bộ Châu Âu),2023,Máy rửa chén độc lập,Nút nhấn,Vario Speed: tăng tốc khoảng 20% - 50% thời gian rửa | Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Rửa bằng nước nóng,Inherent Heat - Sấy nhiệt dư,Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa tự động | Rửa nhanh,170,189,~ 10.5 lít/lần rửa,Thép sơn tĩnh điện,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",17860000,17860000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179654,3053859000106,318118,39,133,Bosch,Ba Lan,Thép sơn tĩnh điện,"Khoá trẻ em | Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Chức năng vệ sinh máy Machine care | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Extra Dry - Sấy tăng cường | Glass protection - bảo vệ ly tách thủy tinh | Rửa bán tải Half load | Giỏ đựng linh hoạt Vario",84,60,60,48,2400W,46 dB,3 - 4 bữa ăn Việt (12 bộ Châu Âu),2023,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Rửa bằng nước nóng,Heat Exchanger - Sấy trao đổi nhiệt,Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa siêu tĩnh | Rửa tự động | Rửa nhanh,170,191,~ 9.5 lít/lần rửa,Thép sơn tĩnh điện,"Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",21900000,14690000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179648,3053859000105,317599,39,9,Comfee,Trung Quốc,Thép không gỉ,"Khoá an toàn trẻ em | Đèn LED báo hết muối, hết nước làm bóng | Hẹn giờ bắt đầu rửa | Đèn LED trong khoang máy | Màn hình hiển thị màu sắc dễ quan sát | Khử mùi bằng gió tươi đối lưu | Bộ lọc bằng vật liệu PP+30%T+AISI304 kháng khuẩn | Diệt khuẩn bằng nước nóng | Động cơ Inverter | Vòi phun 360 độ làm sạch đa hướng | Tự động căn chỉnh thời gian/lượng nước | Cảm biến độ bẩn của nước | Bảo quản giữ khô & ấm trong 72 giờ | Sấy khô tăng cường | Tăng tốc độ rửa | Tự kích hoạt lại chương trình khi có điện | Rửa bán tải Half load | Điều khiển từ xa thông qua ứng dụng SmartHome",84,59,60,48,1760W - 2100W,48 dB,3 - 4 bữa ăn Việt (15 bộ Châu Âu),2023,Máy rửa chén độc lập,Màn hình hiển thị | Cảm ứng,Rửa bằng nước nóng,Sấy khí nóng AI Heat Dry (khô hoàn hảo),Rửa đồ thủy tinh | Rửa ngâm | Rửa tiết kiệm ECO | Tự vệ sinh | Rửa cơ bản | Rửa tăng cường | Rửa diệt khuẩn | Rửa 90 phút | Rửa tự động | Rửa nhanh,171,140,9 ~ 15 lít/lần rửa,Thép không gỉ,Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới,16690000,11590000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179647,3053859000104,317598,39,9,Comfee,Trung Quốc,Thép không gỉ,"Khoá trẻ em | Đèn LED báo hết muối, hết nước làm bóng | Hẹn giờ bắt đầu rửa | Đèn LED trong khoang máy | Màn hình hiển thị màu sắc dễ quan sát | Khử mùi bằng gió tươi đối lưu | Bộ lọc bằng vật liệu PP+30%T+AISI304 kháng khuẩn | Diệt khuẩn bằng nước nóng | Vòi phun 360 độ làm sạch đa hướng | Tự động căn chỉnh thời gian/lượng nước | Cảm biến độ bẩn của nước | Bảo quản giữ khô & ấm trong 72 giờ | Tự kích hoạt lại chương trình khi có điện | Rửa bán tải Half load | Điều khiển từ xa thông qua ứng dụng SmartHome",80,59,60,47,1760W - 2100W,51 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),2023,Máy rửa chén độc lập,Màn hình hiển thị | Cảm ứng,Rửa bằng nước nóng,Sấy khí nóng AI Heat Dry (khô hoàn hảo),Rửa ngâm | Rửa tiết kiệm ECO | Tự vệ sinh | Rửa trái cây | Rửa cơ bản | Rửa tăng cường | Rửa tự động | Rửa nhanh,173,140,9 ~ 14.1 lít/lần rửa,Thép không gỉ,"Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",13790000,8990000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
