model_code,sku,productidweb,category_code,brand,Tiện ích,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Ngang,Dày,Khối lượng máy,Kết nối,Màn hình cảm ứng,Tấm nền,Thời gian đáp ứng,Độ phủ màu,Số lượng,Độ sáng,Độ tương phản tĩnh,Loa,Vesa,Điện năng tiêu thụ,Cao,Ngang module phụ,Cao không chân,Độ dày không chân,Loại màn hình,giá gốc,giá khuyến mãi,khuyến mãi quà
171198,3641273000284,320479,73,Lenovo,Gập màn hình lên xuống,AMD FreeSync | 110% sRGB | Giảm ánh sáng xanh | Chống chói Anti-Glare,23.8 inch,Full HD (1920 x 1080),539,6.9 ~ 177.7 mm,3.7 kg,1 x HDMI 1.4 | 1 x VGA | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,IPS,4 ms (GTG),,16.7 triệu màu,250 cd/m2,1300:1,Có,Có,30 W,326.2 ~ 434 mm,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171197,3641273000457,320477,73,Dell,Xoay màn hình 90 độ | Gập màn hình lên xuống | Điều chỉnh được màn hình quay trái - phải | Điều chỉnh được độ nghiêng của màn hình,Sai lệch màu Delta E< 2 | LED Backlight | ComfortView Plus | Chống chói Anti-Glare,32 inch,UHD (3840 x 2160),713,233,10,"DisplayPort out | LAN (RJ45) | 4 x USB 3.2 downstream | 1 x USB 3.2 downstream (với sạc pin 1.2) | 1 x DisplayPort 1.4 | 1 x USB-C 3.2 upstream | 1 x USB-C 3.2 downstream (15W) | 1 x USB Type-C (hỗ trợ DisplayPort, Power Delivery 90 W) | Audio line-out (mini-jack) | HDMI",Không cảm ứng,IPS,5 ms (GTG),98% DCI-P3 | 100% Rec 709 | 100% sRGB,1.07 tỷ màu,400 cd/m2,2000:1,Không có,Có,29.4 W,469,713,408,55,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171179,3641273000267,319480,73,Asus,Thay đổi được chiều cao | Xoay màn hình 90 độ | Gập màn hình lên xuống | Điều chỉnh được độ nghiêng của màn hình,Sai lệch màu Delta E< 2 | Công nghệ chống nháy - Flicker-free | QuickFit | Công nghệ Trace Free | Chống chói Anti-Glare,27 inch,QHD (2560 x 1440),615,226,7.56 kg,4 x USB 3.2 | 1 x Mini DisplayPort | 1 x DVI | 1 x HDMI 1.4 | 1 x DisplayPort 1.2 | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,IPS,5 ms (GTG),100% Rec 709 | 100% sRGB,16.7 triệu màu,350 cd/m2,1000:1,Có,Có,12.5 W,532,615,372,51,Phẳng,,,
171178,3641273000266,319478,73,Asus,Thay đổi được chiều cao | Xoay màn hình 90 độ | Gập màn hình lên xuống | Điều chỉnh được độ nghiêng của màn hình,Sai lệch màu Delta E< 2 | Công nghệ chống nháy - Flicker-free | QuickFit | Công nghệ Trace Free | Chống chói Anti-Glare,24.1 inch,WUXGA (1920 x 1200),533,211,6,4 x USB 3.2 | 1 x HDMI 1.4 | 1 x DisplayPort 1.2 | 1 x VGA | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,IPS,5 ms (GTG),100% Rec 709 | 100% sRGB,16.7 triệu màu,300 cd/m2,1000:1,Có,Có,9.4 W,505,533,360,47,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171173,3641273000265,319031,73,Aiwa,Gập màn hình lên xuống,Công nghệ chống nháy - Flicker-free | Lọc ánh sáng xanh,27 inch,Full HD (1920 x 1080),615,48 ~ 200.96 mm,3.35 kg,1 x VGA | HDMI,Không cảm ứng,IPS,5 ms (GTG),,16.7 triệu màu,230 cd/m2,1000:1,Không có,Có,20 W,364 ~ 448.66 mm,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171172,3641273000264,319029,73,Aiwa,Gập màn hình lên xuống,Công nghệ chống nháy - Flicker-free | Lọc ánh sáng xanh,23.8 inch,Full HD (1920 x 1080),542,43 ~ 169.5 mm,2.9 kg,1 x VGA | HDMI,Không cảm ứng,IPS,5 ms (GTG),,16.7 triệu màu,220 cd/m2,1000:1,Không có,Có,22 W,320 ~ 415.1 mm,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171171,3641273000263,319027,73,Aiwa,Gập màn hình lên xuống,Công nghệ chống nháy - Flicker-free | Lọc ánh sáng xanh,21.45 inch,Full HD (1920 x 1080),493,44 ~ 170 mm,3.1 kg,1 x VGA | HDMI,Không cảm ứng,IPS,5 ms (GTG),,16.7 triệu màu,200 cd/m2,1000:1,Không có,Có,18 W,283 ~ 365.29 mm,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171169,3641273000262,318878,73,Viewsonic,Gập màn hình lên xuống,AMD FreeSync | Công nghệ chống nháy - Flicker-free | Lọc ánh sáng xanh | Chống chói Anti-Glare,27 inch,Full HD (1920 x 1080),615,225,4,1 x HDMI 1.4 | 1 x VGA | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,IPS,1 ms (MPRT),77% NTSC | 109% sRGB,16.7 triệu màu,250 cd/m2,1300:1,Không có,Có,30 W,459,615,364,46,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171168,3641273000258,318829,73,LG,Gập màn hình lên xuống,AMD FreeSync | HDR10 | 99% sRGB | Chế độ đọc sách | Chống rung hình,29 inch,Full HD (2560 x 1080),688,45.3 ~ 223.8 mm,4.5 kg,1 x DisplayPort 1.4 | 1 x Jack tai nghe 3.5 mm | USB Type C | HDMI,Không cảm ứng,IPS,5 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:1,Có,Có,28 W,313.4 ~ 406.6 mm,,,,Phẳng,,,
171167,3641273000256,318828,73,LG,Thay đổi được chiều cao | Xoay màn hình 90 độ | Gập màn hình lên xuống,HDR10 | 99% sRGB | Chế độ đọc sách | Chống rung hình | AMD FreeSync Premium,27 inch,Full HD (1920 x 1080),551,42.8 ~ 291.2 mm,5.6 kg,1 x DisplayPort 1.4 | 1 x Jack tai nghe 3.5 mm | HDMI,Không cảm ứng,IPS,1 ms (GTG),,16.7 triệu màu,300 cd/m2,1000:1,Không có,Có,30.2 W,323.8 ~ 441.1 mm,,,,Phẳng,,,
171166,3641273000255,318827,73,LG,Thay đổi được chiều cao | Xoay màn hình 90 độ | Gập màn hình lên xuống,HDR10 | 99% sRGB | Chế độ đọc sách | Chống rung hình | AMD FreeSync Premium,23.8 inch,Full HD (1920 x 1080),540,42.8 ~ 291.2 mm,5.6 kg,1 x DisplayPort 1.4 | 1 x Jack tai nghe 3.5 mm | HDMI,Không cảm ứng,IPS,1 ms (GTG),,16.7 triệu màu,300 cd/m2,1000:1,Không có,Có,30.2 W,323.8 ~ 551.1 mm,,,,Phẳng,,,
171165,3641273000257,318780,73,LG,Thay đổi được chiều cao | Xoay màn hình 90 độ | Gập màn hình lên xuống,AMD FreeSync | HDR10 | Black Stabilizer (Tính năng cân bằng tối) | Chế độ đọc sách | Chế độ chơi Game | Eye Care,23.8 inch,QHD (2560 x 1440),540,240,5.5 kg,2 x HDMI | 1 x DisplayPort 1.4 | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,IPS,5 ms (GTG),99% sRGB,16.7 triệu màu,300 cd/m2,1000:1,Không có,Có,22 W,506,540,321,41,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171148,3641273000254,317539,73,Hp,Gập màn hình lên xuống,AMD FreeSync | 99% sRGB | Giảm ánh sáng xanh | Chống chói Anti-Glare,31.5 inch,Full HD (1920 x 1080),710,40.2 ~ 216.6 mm,5.1 kg,2 x HDMI 1.4 | 1 x VGA,Không cảm ứng,VA,7 ms (GTG),,Hãng không công bố,300 cd/m2,3000:1,Không có,Không có,30.4 W (Chế độ tối đa); 24.6 W (Chế độ thường),414.6 ~ 494.8 mm,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171147,3641273000252,317537,73,Hp,Gập màn hình lên xuống,AMD FreeSync | Giảm ánh sáng xanh | LED Backlight | Chống chói Anti-Glare,23.8 inch,Full HD (1920 x 1080),538,180,3.31 kg,1 x VGA | HDMI,Không cảm ứng,IPS,5 ms (GTG),72% NTSC,Hãng không công bố,250 cd/m2,1000:1,Không có,Có,30 W (Maximum); 20 W (Chế độ thường),397,538,323,51,Phẳng,,,
171146,3641273000250,317536,73,Hp,Gập màn hình lên xuống,Giảm ánh sáng xanh | LED Backlight | Chống chói Anti-Glare,19.5 inch,HD+ (1600 x 900),462,49.2 ~ 190 mm,2.81 kg,1 x VGA | HDMI,Không cảm ứng,TN,5 ms (GTG),,Hãng không công bố,200 cd/m2,600:1,Không có,Có,16 W (Maximum); 15 W (Chế độ thường),278.7 ~ 353.6 mm,,,,Phẳng,,,
171102,3641273000247,315727,73,Samsung,Thay đổi được chiều cao | Xoay màn hình 90 độ | Gập màn hình lên xuống | Điều chỉnh được độ nghiêng của màn hình,Adaptive Picture | Curved Screen 1000R | HDR10 | Công nghệ chống nháy - Flicker-free | Eye Saver Mode | 95% DCI-P3 | Eco Light Sensor | Chế độ chơi Game | Quantum HDR 2000 | Mini LED 1056 vùng | AMD FreeSync Premium Pro,55 inch,UHD (3840 x 2160),1174,251.8 ~ 379 mm,41.5 kg,2 x USB 2.0 | LAN (RJ45) | 4 x HDMI 2.0 | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,VA,1 ms (GTG),,1 tỷ màu,600 cd/m2,1.000.000:1 Max,Có,Có,,704.8 ~ 1102 mm,,,,Cong,,,
171101,3641273000246,315725,73,Samsung,Thay đổi được chiều cao | Xoay màn hình 90 độ | Gập màn hình lên xuống | Điều chỉnh được độ nghiêng của màn hình,AMD FreeSync | Công nghệ chống nháy - Flicker-free | Eye Saver Mode | Eco Saving Plus | Chế độ chơi Game | 72% NTSC,22 inch,Full HD (1920 x 1080),488,39.4 ~ 210 mm,3.5 kg,2 x USB 2.0 | 2 x HDMI 1.4 | 1 x DisplayPort 1.2 | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,IPS,5 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:1,Không có,Có,0.5 W,294.4 ~ 325.3 mm,,,,Phẳng,,,
171087,3641273000243,314631,73,Asus,Thay đổi được chiều cao | Xoay màn hình 90 độ | Gập màn hình lên xuống | Điều chỉnh được độ nghiêng của màn hình,Sai lệch màu Delta E< 2 | HDR10 | Công nghệ chống nháy - Flicker-free | 99% DCI-P3 | QuickFit | Công nghệ Trace Free | Giảm ánh sáng xanh | 99% Adobe RGB | Nhiệt độ màu (4 chế độ) | Adaptive-Sync | Chống chói Anti-Glare | 100% sRGB,27 inch,UHD (3840 x 2160),612,44.1 ~ 215 mm,5.78 kg,2 x HDMI 2.0 | 2 x DisplayPort 1.4 | 1 x USB Type-C 3.2 | 1 x USB-C (hỗ trợ DisplayPort) | 3 x USB 3.2 | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,IPS,5 ms (GTG),,1.07 tỷ màu,350 cd/m2,1000:1,Có,Có,26.14 W,362.89 ~ 538.11 mm,,,,Phẳng,,,
171084,3641273000242,314456,73,Asus,Thay đổi được chiều cao | Gập màn hình lên xuống | Điều chỉnh được độ nghiêng của màn hình,NVIDIA G-SYNC | GamePlus | Công nghệ chống nháy - Flicker-free | ASUS Extreme Low Motion Blur | ASUS Dynamic Shadow Boost | Game Visual | Công nghệ Trace Free | Giảm ánh sáng xanh | Nhiệt độ màu (4 chế độ) | Adaptive-Sync | AMD FreeSync Premium,27 inch,Full HD (1920 x 1080),615,193,4.6 kg,2 x HDMI 2.0 | 1 x DisplayPort 1.2 | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,IPS,1 ms (GTG),99% sRGB,16.7 triệu màu,250 cd/m2,1000:1,Có,Có,< 18 W,453,615,369,60,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171083,3641273000241,314454,73,Asus,Gập màn hình lên xuống | Điều chỉnh được độ nghiêng của màn hình,NVIDIA G-SYNC | GamePlus | Công nghệ chống nháy - Flicker-free | ASUS Extreme Low Motion Blur | ASUS Dynamic Shadow Boost | Game Visual | Công nghệ Trace Free | Giảm ánh sáng xanh | Nhiệt độ màu (4 chế độ) | Adaptive-Sync | AMD FreeSync Premium,23.8 inch,Full HD (1920 x 1080),541,174,3.5 kg,2 x HDMI 2.0 | 1 x DisplayPort 1.2 | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,IPS,1 ms (GTG),99% sRGB,16.7 triệu màu,250 cd/m2,1000:1,Có,Có,< 18 W,394,541,323,58,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171064,3641273000240,313941,73,Dell,Thay đổi được chiều cao | Xoay màn hình 90 độ | Gập màn hình lên xuống | Điều chỉnh được độ nghiêng của màn hình,Sai lệch màu Delta E< 2 | 99% sRGB | 95% DCI-P3 | 99% Rec 709 | ComfortView Plus,25 inch,QHD (2560 x 1440),567,185,6.4 kg,"2 x DisplayPort 1.4 | 1 x USB 3.0 (với sạc 1.2) | 2 x USB 3.0 downstream | 1 x Jack tai nghe 3.5 mm | 1 x HDMI 2.0 | 1 x USB Type-C (hỗ trợ DisplayPort, Power Delivery 90 W) | 1 x USB Type-C downstream (với khả năng sạc lên đến 3A)",Không cảm ứng,IPS,5 ms (GTG),,16.7 triệu màu,350 cd/m2,1000:1,Không có,Có,33 W,382 ~ 512 mm,,,,Phẳng,,,
171063,3641273000237,313935,73,Dell,Thay đổi được chiều cao | Gập màn hình lên xuống | Điều chỉnh được độ nghiêng của màn hình,WLED | Chống chói Anti-Glare,27 inch,QHD (2560 x 1440),612,190,6.8 kg,4 x USB 3.2 downstream | 1 x USB 3.2 upstream | 1 x DisplayPort 1.2 | 1 x HDMI (HDCP 1.4),Không cảm ứng,IPS,5 ms (GTG),99% sRGB,16.7 triệu màu,350 cd/m2,1000:1,Không có,Có,55 W,535,Hãng không công bố,Hãng không công bố,Hãng không công bố,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171062,3641273000236,313934,73,Dell,Gập màn hình lên xuống,LED Backlight | Chống chói Anti-Glare,27 inch,Full HD (1920 x 1080),622,50.8 ~ 187.96 mm,4.853 kg,1 x VGA | 1 x DisplayPort,Không cảm ứng,VA,5 ms (GTG),,16 triệu màu,300 cd/m2,3000:1,Không có,Có,30 W,370.8 ~ 459.7 mm,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171061,3641273000235,313933,73,Dell,Gập màn hình lên xuống,LED Backlight | Chống chói Anti-Glare,21.5 inch,Full HD (1920 x 1080),505,50.8 ~ 120 mm,4 kg,1 x VGA | 1 x DisplayPort,Không cảm ứng,VA,5 ms (GTG),,16.7 triệu màu,250 cd/m2,3000:1,Không có,Có,12.13 W,294.6 ~ 383.5 mm,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171056,3641273000238,313650,73,Dell,Thay đổi được chiều cao | Xoay màn hình 90 độ | Gập màn hình lên xuống | Điều chỉnh được độ nghiêng của màn hình,Công nghệ chống nháy - Flicker-free | 100% Rec 709 | 85% DCI-P3 | ComfortView Plus | 100% sRGB,23.8 inch,Full HD (1920 x 1080),538,180,,DisplayPort out | 3 x USB 3.2 | 1 x DisplayPort 1.4 | 1 x USB-C 3.2 upstream | 1 x USB-C 3.2 downstream (15W) | 1 x Jack tai nghe 3.5 mm | HDMI,Không cảm ứng,IPS,5 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:1,Không có,Có,63 W,363,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171033,3641273000233,313329,73,Samsung,Điều chỉnh được độ nghiêng của màn hình,AMD FreeSync | HDR10 | Công nghệ chống nháy - Flicker-free | Eye Saver Mode | 90% DCI-P3 | MagicBright | Magic Upscale | Eco Saving Plus | Chế độ chơi Game,28 inch,UHD (3840 x 2160),638,64 ~ 250.5 mm,5.6 kg,2 x HDMI 2.0 | 1 x DisplayPort 1.2 | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,IPS,4 ms (GTG),,1 tỷ màu,300 cd/m2,1000:1,Không có,Có,,374 ~ 479.3 mm,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171007,3641273000228,311387,73,Asus,Màn hình di động,GamePlus | Công nghệ chống nháy - Flicker-free | QuickFit | Công nghệ Trace Free | Giảm ánh sáng xanh | Nhiệt độ màu (4 chế độ) | Chống chói Anti-Glare,15.6 inch,Full HD (1920 x 1080),360,11,,USB Type C,Không cảm ứng,IPS,5 ms (GTG),,Hãng không công bố,250 cd/m2,800:1,Không có,Không có,< 8 W,225,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
170972,3641273000227,309958,73,Viewsonic,Điều chỉnh được độ nghiêng của màn hình,AMD FreeSync | 104% sRGB | Công nghệ chống nháy - Flicker-free | Giảm ánh sáng xanh | Chống chói Anti-Glare,27 inch,Full HD (1920 x 1080),615,46 ~ 225 mm,4.1 kg,1 x HDMI 1.4 | 1 x VGA,Không cảm ứng,IPS,4 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:1,Không có,Có,30 W,335.66 ~ 458 mm,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
170971,3641273000226,309957,73,Viewsonic,Điều chỉnh được độ nghiêng của màn hình,Công nghệ chống nháy - Flicker-free | 105% sRGB | Giảm ánh sáng xanh | Chống chói Anti-Glare,24 inch,Full HD (1920 x 1080),540,36 ~ 185 mm,2.7 kg,1 x HDMI 1.4 | 1 x VGA,Không cảm ứng,IPS,4 ms (GTG),,16.7 triệu màu,250 cd/m2,1300:1,Không có,Có,25 W,323 ~ 406 mm,,,,Phẳng,,,
170970,3641273000224,309955,73,Msi,Điều chỉnh được độ nghiêng của màn hình,Giảm ánh sáng xanh | Anti-Flicker | Chống chói Anti-Glare | AMD FreeSync Premium,23.8 inch,Full HD (1920 x 1080),541,231,4.2 kg,2 x HDMI 2.0 | 1 x DisplayPort 1.2 | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,Rapid IPS,1 ms (GTG),94% Adobe RGB | 92% DCI-P3 | 123% sRGB,16.7 triệu màu,250 cd/m2,1000:1,Không có,Có,18 W,424,541,322,59,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
170969,3641273000223,309954,73,Msi,Điều chỉnh được độ nghiêng của màn hình,Giảm ánh sáng xanh | Anti-Flicker | Eye Care | Chống chói Anti-Glare | Eye Comfort,23.8 inch,Full HD (1920 x 1080),541,182,4.15 kg,1 x Headphone-out | 1 x HDMI 1.4 | 1 x DisplayPort 1.2,Không cảm ứng,IPS,4 ms (GTG),119% sRGB,16.7 triệu màu,300 cd/m2,1000:1,Có,Có,18 W,421,541,322,45,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
170947,3641273000220,309329,73,Asus,Điều chỉnh được độ nghiêng của màn hình,Asus Splendid | Công nghệ chống nháy - Flicker-free | QuickFit | Công nghệ Trace Free | Chế độ chơi Game | Nhiệt độ màu (4 chế độ) | Eye Care | Lọc ánh sáng xanh | VividPixel | Adaptive-Sync,27 inch,Full HD (1920 x 1080),612,239,3.85 kg,HDMI,Không cảm ứng,IPS,1 ms (MPRT),Hãng không công bố,16.7 triệu màu,250 cd/m2,1300:1,Không có,Có,12.02 W,465,612,367,47,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
170946,3641273000219,309328,73,Asus,Điều chỉnh được độ nghiêng của màn hình,Asus Splendid | Công nghệ chống nháy - Flicker-free | QuickFit | Công nghệ Trace Free | Chế độ chơi Game | Nhiệt độ màu (4 chế độ) | Eye Care | Lọc ánh sáng xanh | VividPixel | Adaptive-Sync,23.8 inch,Full HD (1920 x 1080),539,205,2.84 kg,HDMI,Không cảm ứng,IPS,1 ms (MPRT),Hãng không công bố,16.7 triệu màu,250 cd/m2,1300:1,Không có,Có,12.02 W,417,539,323,48,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
170925,3641273000217,308042,73,Dell,Thay đổi được chiều cao | Xoay màn hình 90 độ | Điều chỉnh được màn hình quay trái - phải | Điều chỉnh được độ nghiêng của màn hình,Dell Display Manager | Công nghệ chống nháy - Flicker-free | Giảm ánh sáng xanh | ComfortView Plus,27 inch,UHD (3840 x 2160),611,185,6.64 kg,"DisplayPort out | 5 x USB 3.2 | LAN (RJ45) | 1 x DisplayPort 1.4 | 1 x USB-C 3.2 upstream | 1 x USB-C 3.2 downstream (15W) | 1 x Jack tai nghe 3.5 mm | 1 x HDMI 2.0 | 1 x USB Type-C (hỗ trợ DisplayPort, Power Delivery 90 W)",Không cảm ứng,IPS,5 ms (GTG),98% DCI-P3 | 100% Rec 709 | 100% sRGB,1.07 tỷ màu,400 cd/m2,2000:1,Không có,Có,25.9 W,535,611,355,54,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
170852,3641273000215,306102,73,Singpc,,Giảm ánh sáng xanh,27 inch,Full HD (1920 x 1080),614,35,4.54 kg,1 x VGA | 1 x Jack tai nghe 3.5 mm | HDMI,Không cảm ứng,IPS,5 ms (GTG),,16.7 triệu màu,250 cd/m2,200.000.000:1,Có,Có,36 W,362,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
170851,3641273000214,306101,73,Singpc,,Giảm ánh sáng xanh,23.8 inch,Full HD (1920 x 1080),541,35,4 kg,1 x VGA | 1 x Jack tai nghe 3.5 mm | HDMI,Không cảm ứng,IPS,5 ms (GTG),,16.7 triệu màu,250 cd/m2,200.000.000:1,Có,Có,36 W,322,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
170850,3641273000213,306100,73,Singpc,,Giảm ánh sáng xanh | Chống chói Anti-Glare,23.8 inch,Full HD (1920 x 1080),540,39,3,1 x Jack tai nghe 3.5 mm | 1 x DisplayPort | HDMI,Không cảm ứng,VA,1 ms (GTG),,16.7 triệu màu,250 cd/m2,200.000.000:1,Có,Có,36 W,322,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
170849,3641273000212,306099,73,Viewsonic,Điều chỉnh được độ nghiêng của màn hình,104% sRGB | Công nghệ chống nháy - Flicker-free | Giảm ánh sáng xanh | Adaptive-Sync | Chống chói Anti-Glare,21.5 inch,Full HD (1920 x 1080),491,189,2.3 kg,1 x HDMI 1.4 | 1 x VGA | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,IPS,4 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:1,Không có,Có,22 W,381,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
170848,3641273000211,306098,73,Viewsonic,Thay đổi được chiều cao | Xoay màn hình 90 độ | Điều chỉnh được độ nghiêng của màn hình,Công nghệ chống nháy - Flicker-free | 108% sRGB | Giảm ánh sáng xanh | Chống chói Anti-Glare,24 inch,Full HD (1920 x 1080),539,215,6.5 kg,3 x USB 3.2 | 1 x HDMI 1.4 | 1 x USB Type-B | 1 x USB Type C 3.2 (hỗ trợ DisplayPort và 60W Power Charger) | 1 x DisplayPort,Không cảm ứng,IPS,5 ms (GTG),108% sRGB,16.7 triệu màu,250 cd/m2,1000:1,Có,Có,27.5 W,388.46 ~ 518.46,539,320,52,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
170847,3641273000208,306095,73,Samsung,Điều chỉnh được độ nghiêng của màn hình,AMD FreeSync | Curved Screen 1800R | Công nghệ chống nháy - Flicker-free | Eye Saver Mode | Eco Saving Plus | Chế độ chơi Game | 72% NTSC,27 inch,Full HD (1920 x 1080),622,214,4.2 kg,1 x D-Sub (VGA) | 1 x HDMI 1.4 | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,VA,4 ms (GTG),72% NTSC,16.7 triệu màu,250 cd/m2,3000:1,Không có,Có,25 W,458.6 mm,622,367,10,Cong,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
170846,3641273000207,306094,73,Asus,Thay đổi được chiều cao | Điều chỉnh được độ nghiêng của màn hình,GamePlus | Công nghệ chống nháy - Flicker-free | ASUS Extreme Low Motion Blur | Độ cong 1500R | 99% DCI-P3 | 127% sRGB | Game Visual | Công nghệ Trace Free | Giảm ánh sáng xanh | Nhiệt độ màu (4 chế độ) | Adaptive-Sync | AMD FreeSync Premium,29.5 inch,WFHD (2560 x 1080),703,215,7.0 kg,2 x USB 3.2 | 2 x HDMI 2.0 | 1 x DisplayPort 1.2 | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,VA,1 ms (GTG),,16.7 triệu màu,300 cd/m2,3000:1,Có,Có,< 28 W,516,,,,Cong,,,
170845,3641273000206,306093,73,Asus,Thay đổi được chiều cao | Xoay màn hình 90 độ | Điều chỉnh được độ nghiêng của màn hình,GamePlus | Công nghệ chống nháy - Flicker-free | ASUS Extreme Low Motion Blur | ASUS Dynamic Shadow Boost | Chế độ HDR | Variable Overdrive | Game Visual | 105% sRGB | Giảm ánh sáng xanh | AMD FreeSync Premium,23.8 inch,Full HD (1920 x 1080),540,238,6.6 kg,2 x USB 3.0 | 1 x DisplayPort 1.2 | 1 x Jack tai nghe 3.5 mm | 1 x HDMI 2.0 | USB Type C,Không cảm ứng,Fast IPS,1 ms (GTG),,16.7 triệu màu,350 cd/m2,1000:1,Không có,Có,< 22.7 W,488 ~ 388 mm,,,,Phẳng,,,
170841,3641273000192,305994,73,Hp,Xoay màn hình 90 độ | Điều chỉnh được độ nghiêng của màn hình,99% sRGB | Chống chói Anti-Glare,27 inch,QHD (2560 x 1440),612,38.9 ~ 205 mm,5.8 kg,4 x USB 3.2 | 1 x USB Type-B | 1 x DisplayPort 1.4 | 1 x DisplayPort 1.4-out | 1 x HDMI 2.0,Không cảm ứng,IPS,5 ms (GTG),,16.7 triệu màu,350 cd/m2,1000:1,Không có,Có,"69 W (Tối đa), 35 W (Điển hình), 0.5 W (Chế độ chờ)",530,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
