model_code,sku,productidweb,category_code,brand,SIM,Thực hiện cuộc gọi,"Chuẩn chống nước, bụi",Dung lượng pin,Cổng sạc,Thời gian ra mắt,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Dài,Ngang,Dày,Khối lượng máy,Chip xử lý (CPU),Hệ điều hành,Kết nối,Chất liệu thân vỏ,Phụ kiện đi kèm,Wifi,Thẻ nhớ,Tốc độ CPU,RAM,Chip đồ họa (GPU),Bluetooth,"Cổng tai nghe, headphone",Tính năng đặc biệt,Ghi âm,Radio,Loại pin,Công nghệ pin,Hỗ trợ sạc tối đa,Dung lượng lưu trữ,Dung lượng khả dụng,Quay phim,Tính năng camera sau,Tính năng camera trước,Mạng di động,GPS,giá gốc,giá khuyến mãi,khuyến mãi quà
189863,2440931000492,274154,30,Ipad (Apple),Không có,FaceTime,Không,28.6 Wh (~ 7587 mAh),Type-C,03/2022,Retina IPS LCD,"10.9""",,247,178,6,461,Apple M1 8 nhân,iPadOS 15,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 802.11 a/b/g/n/ac/ax,Không có,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0,Type-C,Nam châm & sạc cho Apple Pencil | Kết nối Apple Pencil 2 | Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay | Kết nối bàn phím rời | Âm thanh Dolby Atmos,Có,Không,Li-Po,Sạc pin nhanh,20 W,256 GB,241,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý,Góc rộng | Tự động lấy nét (AF) | Live Photos | Bộ lọc màu | Quay video HD,Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189863,2440931000523,248096,30,Ipad (Apple),Không có,FaceTime,Không,28.6 Wh (~ 7587 mAh),Type-C,03/2022,Retina IPS LCD,"10.9""",,247,178,6,461,Apple M1 8 nhân,iPadOS 15,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 802.11 a/b/g/n/ac/ax,Không có,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0,Type-C,Nam châm & sạc cho Apple Pencil | Kết nối Apple Pencil 2 | Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay | Kết nối bàn phím rời | Âm thanh Dolby Atmos,Có,Không,Li-Po,Sạc pin nhanh,20 W,64 GB,49,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý,Góc rộng | Tự động lấy nét (AF) | Live Photos | Bộ lọc màu | Quay video HD,Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189863,2440931000521,248096,30,Ipad (Apple),Không có,FaceTime,Không,28.6 Wh (~ 7587 mAh),Type-C,03/2022,Retina IPS LCD,"10.9""",,247,178,6,461,Apple M1 8 nhân,iPadOS 15,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 802.11 a/b/g/n/ac/ax,Không có,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0,Type-C,Nam châm & sạc cho Apple Pencil | Kết nối Apple Pencil 2 | Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay | Kết nối bàn phím rời | Âm thanh Dolby Atmos,Có,Không,Li-Po,Sạc pin nhanh,20 W,64 GB,49,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý,Góc rộng | Tự động lấy nét (AF) | Live Photos | Bộ lọc màu | Quay video HD,Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189863,2440931000522,248096,30,Ipad (Apple),Không có,FaceTime,Không,28.6 Wh (~ 7587 mAh),Type-C,03/2022,Retina IPS LCD,"10.9""",,247,178,6,461,Apple M1 8 nhân,iPadOS 15,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 802.11 a/b/g/n/ac/ax,Không có,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0,Type-C,Nam châm & sạc cho Apple Pencil | Kết nối Apple Pencil 2 | Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay | Kết nối bàn phím rời | Âm thanh Dolby Atmos,Có,Không,Li-Po,Sạc pin nhanh,20 W,64 GB,49,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý,Góc rộng | Tự động lấy nét (AF) | Live Photos | Bộ lọc màu | Quay video HD,Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189863,2440931000495,248096,30,Ipad (Apple),Không có,FaceTime,Không,28.6 Wh (~ 7587 mAh),Type-C,03/2022,Retina IPS LCD,"10.9""",,247,178,6,461,Apple M1 8 nhân,iPadOS 15,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 802.11 a/b/g/n/ac/ax,Không có,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0,Type-C,Nam châm & sạc cho Apple Pencil | Kết nối Apple Pencil 2 | Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay | Kết nối bàn phím rời | Âm thanh Dolby Atmos,Có,Không,Li-Po,Sạc pin nhanh,20 W,64 GB,49,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý,Góc rộng | Tự động lấy nét (AF) | Live Photos | Bộ lọc màu | Quay video HD,Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189863,2440931000499,248096,30,Ipad (Apple),Không có,FaceTime,Không,28.6 Wh (~ 7587 mAh),Type-C,03/2022,Retina IPS LCD,"10.9""",,247,178,6,461,Apple M1 8 nhân,iPadOS 15,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 802.11 a/b/g/n/ac/ax,Không có,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0,Type-C,Nam châm & sạc cho Apple Pencil | Kết nối Apple Pencil 2 | Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay | Kết nối bàn phím rời | Âm thanh Dolby Atmos,Có,Không,Li-Po,Sạc pin nhanh,20 W,64 GB,49,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý,Góc rộng | Tự động lấy nét (AF) | Live Photos | Bộ lọc màu | Quay video HD,Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189863,2440931000491,248096,30,Ipad (Apple),Không có,FaceTime,Không,28.6 Wh (~ 7587 mAh),Type-C,03/2022,Retina IPS LCD,"10.9""",,247,178,6,461,Apple M1 8 nhân,iPadOS 15,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 802.11 a/b/g/n/ac/ax,Không có,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0,Type-C,Nam châm & sạc cho Apple Pencil | Kết nối Apple Pencil 2 | Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay | Kết nối bàn phím rời | Âm thanh Dolby Atmos,Có,Không,Li-Po,Sạc pin nhanh,20 W,64 GB,49,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý,Góc rộng | Tự động lấy nét (AF) | Live Photos | Bộ lọc màu | Quay video HD,Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189863,2440931000497,248096,30,Ipad (Apple),Không có,FaceTime,Không,28.6 Wh (~ 7587 mAh),Type-C,03/2022,Retina IPS LCD,"10.9""",,247,178,6,461,Apple M1 8 nhân,iPadOS 15,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 802.11 a/b/g/n/ac/ax,Không có,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0,Type-C,Nam châm & sạc cho Apple Pencil | Kết nối Apple Pencil 2 | Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay | Kết nối bàn phím rời | Âm thanh Dolby Atmos,Có,Không,Li-Po,Sạc pin nhanh,20 W,64 GB,49,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý,Góc rộng | Tự động lấy nét (AF) | Live Photos | Bộ lọc màu | Quay video HD,Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
192116,2440931000519,248096,30,Ipad (Apple),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
192116,2440931000496,248096,30,Ipad (Apple),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
192116,2440931000520,248096,30,Ipad (Apple),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
192116,2440931000525,274154,30,Ipad (Apple),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
192116,2440931000526,274154,30,Ipad (Apple),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
192116,2440931000524,274154,30,Ipad (Apple),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
188142,2440931000476,270132,30,Alcatel,1 Nano SIM,Có,,4080 mAh,Type-C,02/2022,IPS LCD,"8""",,209,125,8,290,MediaTek MT8766 4 nhân,Android 10,Không có,Nhựa nguyên khối,5 W,Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,"Micro SD, hỗ trợ tối đa 256 GB",2 GHz,2 GB,IMG PowerVR GE8300,v5.0,3.5 mm,Chế độ trẻ em (Kids Mode),Có,Có,Li-Ion,Không,5 W,32 GB,Khoảng 24 GB,FullHD 1080p@30fps,HDR | Toàn cảnh (Panorama) | Chạm lấy nét,Không,Hỗ trợ 4G,GPS,,,"Cơ hội trúng giải sự kiện World Cup tổng giải thưởng đến 150 triệu Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
188142,2440931000477,270132,30,Alcatel,1 Nano SIM,Có,,4080 mAh,Type-C,02/2022,IPS LCD,"8""",,209,125,8,290,MediaTek MT8766 4 nhân,Android 10,Không có,Nhựa nguyên khối,5 W,Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,"Micro SD, hỗ trợ tối đa 256 GB",2 GHz,2 GB,IMG PowerVR GE8300,v5.0,3.5 mm,Chế độ trẻ em (Kids Mode),Có,Có,Li-Ion,Không,5 W,32 GB,Khoảng 24 GB,FullHD 1080p@30fps,HDR | Toàn cảnh (Panorama) | Chạm lấy nét,Không,Hỗ trợ 4G,GPS,,,"Cơ hội trúng giải sự kiện World Cup tổng giải thưởng đến 150 triệu Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
189848,2440931000449,269333,30,Ipad (Apple),1 Nano SIM hoặc 1 eSIM,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,685 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,16 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,1 TB,1009,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Hỗ trợ 5G,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189848,2440931000450,269333,30,Ipad (Apple),1 Nano SIM hoặc 1 eSIM,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,685 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,16 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,1 TB,1009,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Hỗ trợ 5G,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189848,2440931000354,238649,30,Ipad (Apple),1 Nano SIM hoặc 1 eSIM,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,685 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,128 GB,113 GB,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Hỗ trợ 5G,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189848,2440931000353,238649,30,Ipad (Apple),1 Nano SIM hoặc 1 eSIM,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,685 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,128 GB,113 GB,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Hỗ trợ 5G,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
