model_code,sku,productidweb,category_code,brand_id,brand,Sản xuất tại,Chất liệu thân vỏ,Tiện ích,Cao,Khối lượng máy,Loại máy,Công suất đầu ra,Số lượng,Dòng sản phẩm,Chất liệu ruột,Thương hiệu của,Tính năng an toàn,Tùy chỉnh nhiệt độ,Áp lực nước hoạt động,Thời gian sử dụng,Nhiệt độ làm nóng tối đa,Loại tấm thu nhiệt,Thời gian giữ nhiệt,Dài ống,Chất liệu khung viền,Chất liệu vòi sen,Chất liệu giá đỡ vòi sen,Vòi sen,Rộng,Dài,Dày,Lớp cách nhiệt,Bơm trợ lực,Dung lượng dung tích,giá gốc,giá khuyến mãi,khuyến mãi quà
165109,1750911000106,344415,41,187,Aqua,Trung Quốc,,Đèn báo đang đun nóng | Công nghệ dòng chảy U-turn | Công nghệ kháng khuẩn BPS và Ion bạc Ag+ | Thanh gia nhiệt 310S Mo+ chống ăn mòn,33,11,Làm nóng gián tiếp,2500W,Không,2023,Tráng men Titan,Nhật Bản,Vỏ chống thấm nước IPX4 | Công nghệ chống giật độc quyền Shock Proof | Hệ thống ổn định nhiệt kép TTS,Chỉnh nhiệt độ vô cấp,Tối thiểu 0.05 Mpa - Tối đa 0.8 Mpa,Khoảng 30 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,61,,32,Lớp cách nhiệt đồng đều và dày đặc PUF,Không có bơm trợ lực,20 lít (khoảng 3 người sử dụng),2890000,,"1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
165108,1750911000108,344414,41,187,Aqua,Trung Quốc,,Đèn báo đang đun nóng | Công nghệ dòng chảy U-turn | Công nghệ kháng khuẩn BPS và Ion bạc Ag+ | Thanh gia nhiệt 310S Mo+ chống ăn mòn,38,8,Làm nóng gián tiếp,2500W,Không,2023,Tráng men Titan,Nhật Bản,Vỏ chống thấm nước IPX4 | Công nghệ chống giật độc quyền Shock Proof | Hệ thống ổn định nhiệt kép TTS,Chỉnh nhiệt độ vô cấp,Tối thiểu 0.05 Mpa - Tối đa 0.75 Mpa,Khoảng 21 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,34,Không,34,Lớp cách nhiệt đồng đều và dày đặc PUF,Không có bơm trợ lực,15 lít (khoảng 2 người sử dụng),,,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 2 dây cấp nước hoặc Giảm giá 50,000đ | 1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164736,3050911000566,299654,41,355,Stiebel Eltron,Thái Lan,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Hệ thống điều chỉnh lưu lượng nước | Núm xoay điều chỉnh nhiệt độ | Tương thích điện từ EMC | Kết nối đa điểm (Multi Point) - Cung cấp nước nóng cho nhiều điểm sử dụng",36,2,Làm nóng trực tiếp,8000W,Không,2022,Không,Đức,Cầu dao chống rò điện ELCB | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25 | Cảm biến lưu lượng nước | Bảng mạch điện tử chống cháy,3 mức Thấp - Trung bình - Cao,Tối thiểu 0.02 Mpa - Tối đa 1 Mpa,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Không,Không,Không kèm theo vòi sen,20,Không,11,Không,Không có bơm trợ lực,Không có bình chứa,6890000,6120000,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 1 dây cấp nước hoặc Giảm giá 20,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164726,3050911000551,299281,41,190,Sunhouse,Việt Nam,,Tùy chỉnh 3 chế độ công suất tiết kiệm điện,35,3,Làm nóng trực tiếp,4500W,Không,2022,Không,Việt Nam,Cầu dao chống rò điện ELCB | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25,3 mức Thấp - Trung bình - Cao,Tối thiểu 30 kPa - Tối đa 400 kPa,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Nhựa ABS cao cấp,Nhựa,Có kèm theo vòi sen 1 chế độ phun,21,,9,Không,Có,Không có bình chứa,,,
159881,1750911000005,329298,41,351,Ariston,Việt Nam,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ",28,14,Làm nóng gián tiếp,2500W,Không,2024,Tráng men Titan,Italia,Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX1 | Van xả áp an toàn | Rơ le ngắt quá nhiệt | Hệ thống an toàn đồng bộ TSS,Không có,Tối đa 0.8 Mpa,Khoảng 31 phút,Khoảng 80°C,Không,Không,Không,Không,Không,Không,Không,70,Không,28,null,Không có bơm trợ lực,20 lít (khoảng 3 người sử dụng),2290000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164522,3050911000488,251482,41,357,Rossi,Việt Nam,,Thanh nhiệt bằng inox SUS 316 | Đèn báo nước nóng sẵn sàng,29,12,Làm nóng gián tiếp,2500W,Không,2018,Tráng men kim cương nhân tạo,Việt Nam,Chống đun khô | Chống giật kép | Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX4,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 25 phút,Khoảng 78°C,Không,Không,Không,Không,Không,Không,Không,63,,30,Lớp cách nhiệt mật độ cao PU giúp giữ nóng nước lâu,Không có bơm trợ lực,20 lít (khoảng 3 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164464,3050911000471,230076,41,353,Atlantic,Thái Lan,,Có màn hình hiển thị nhiệt độ | Công nghệ chống ăn mòn O'Pro | Tích hợp van xả cặn | Điều khiển và hiển thị chính xác nhiệt độ,31,15,Làm nóng gián tiếp,2500W,Không,2020,Tráng men kim cương,Italia,Cầu dao chống rò điện ELCB | Cảm biến tự ngắt khi quá nhiệt Thermostat | Vỏ chống thấm nước IP24,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 45 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,81,,32,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),,,"1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164297,3050911000182,84648,41,351,Ariston,Việt Nam,,Không có,44,16,Làm nóng gián tiếp,2500W,Không,Hãng không công bố,Tráng men Titan,Italia,Cầu dao chống rò điện ELCB | Bộ ổn định nhiệt TBST,Nhiều mức độ,Tối đa 0.75 Mpa,Khoảng 40 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,44,,38,Hãng không công bố,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178084,3050911000176,72964,41,351,Ariston,Việt Nam,,,,,,2500W,,,,Italia,,,,,,,,,,,,,44,40,,,Không có bơm trợ lực,,,,
164281,3050911000204,71244,41,351,Ariston,Malaysia,,,35,3,Làm nóng trực tiếp,4500W,Không,Đang cập nhật,Không,Italia,,Đang cập nhật,Hãng không công bố,Hãng không công bố,Hãng không công bố,Không,Không,Không,Không,Đang cập nhật,Đang cập nhật,Đang cập nhật,24,,9,Không,Không có,Không có bình chứa,,,
177959,3050911000189,71242,41,351,Ariston,Malaysia,,,,,,4500W,,,,Italia,,,,,,,,,,,,,,,,,Có,Đang cập nhật,,,
177550,3050911000198,63429,41,351,Ariston,Malaysia,,,,,,,,,,Italia,,,,,,,,,,,,,,,,,Có,,,,
177547,3050911000091,63422,41,7,Panasonic,Malaysia,,,,,,,,,,Nhật Bản,,,,,,,,,,,,,,,,,Không có bơm trợ lực,,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182153,1750911000109,356850,41,353,Atlantic,Thái Lan,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Giữ ấm lâu | Núm xoay điều chỉnh nhiệt độ | Đèn báo nước nóng sẵn sàng | Công nghệ Ag+ kháng khuẩn",29,11,Làm nóng gián tiếp,2500W,Không,2025,Thép tráng men kim cương nhân tạo,Pháp,Vỏ chống thấm nước IP24 | Thermostat cảm biến chống cháy khô | Van xả áp an toàn | Tính năng an toàn chống giật PRCD,Chỉnh nhiệt độ vô cấp,Tối đa 0.8 Mpa,Khoảng 25 phút,Khoảng 70°C ± 5°C (dung sai nhiệt độ phụ thuộc nhiệt độ nước đầu vào),Không,Không,Không,Không,Không,Không,Không,62,Không,28,Không,Không có bơm trợ lực,20 lít (khoảng 3 người sử dụng),3390000,,"1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182153,1750911000110,356851,41,353,Atlantic,Thái Lan,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Giữ ấm lâu | Núm xoay điều chỉnh nhiệt độ | Đèn báo nước nóng sẵn sàng | Công nghệ Ag+ kháng khuẩn",30,14,Làm nóng gián tiếp,2500W,Không,2025,Thép tráng men kim cương nhân tạo,Pháp,Vỏ chống thấm nước IP24 | Thermostat cảm biến chống cháy khô | Van xả áp an toàn | Tính năng an toàn chống giật PRCD,Chỉnh nhiệt độ vô cấp,Tối đa 0.8 Mpa,khoảng 35 phút,Khoảng 70°C ± 5°C (dung sai nhiệt độ phụ thuộc nhiệt độ nước đầu vào),Không,Không,Không,Không,Không,Không,Không,83,Không,28,Không,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),3790000,,"1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182151,1750911000096,336764,41,356,Tân Á ĐạI Thành,Việt Nam,,Không có,118,63,Làm nóng bằng năng lượng mặt trời,Không,16,2015,Inox 304,Việt Nam,Không có,Không có,Không có,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 75°C,Ống thuỷ tinh chân không 5 lớp,96 tiếng,182 cm - Ø58,Inox 430,Không,Không,Không,149,185,Không,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,160 lít (Khoảng 3 - 4 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182151,1750911000097,336765,41,356,Tân Á ĐạI Thành,Việt Nam,,Không có,118,69,Làm nóng bằng năng lượng mặt trời,Không,18,2015,Inox 304,Việt Nam,Không có,Không có,Không có,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 75°C,Ống thuỷ tinh chân không 5 lớp,96 tiếng,181.2 cm - Ø58,Inox 430,Không,Không,Không,160,192,Không,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,180 lít (Khoảng 3 - 4 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182151,1750911000095,336529,41,356,Tân Á ĐạI Thành,Việt Nam,,Không có,118,57,Làm nóng bằng năng lượng mặt trời,Không,14,2015,Inox 304,Việt Nam,Không có,Không có,Không có,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 75°C,Ống thuỷ tinh chân không 5 lớp,96 tiếng,181 cm - Ø58,Inox 430,Không,Không,Không,127,190,Không,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,140 lít (Khoảng 2 - 3 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182148,1750911000080,334106,41,358,Sơn Hà,Việt Nam,,Không có,126,66,Làm nóng bằng năng lượng mặt trời,Không,16,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống dầu,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,142,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,160 lít (Khoảng 3 - 4 người sử dụng),7360000,7360000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182148,1750911000082,334108,41,358,Sơn Hà,Việt Nam,,Không có,126,78,Làm nóng bằng năng lượng mặt trời,Không,20,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống dầu,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,174,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,200 lít (Khoảng 4 - 5 người sử dụng),9200000,9200000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182148,1750911000081,334107,41,358,Sơn Hà,Việt Nam,,Không có,126,67,Làm nóng bằng năng lượng mặt trời,Không,18,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống dầu,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,158,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,180 lít (Khoảng 3 - 4 người sử dụng),8280000,8280000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182148,1750911000083,334109,41,358,Sơn Hà,Việt Nam,,Không có,126,89,Làm nóng bằng năng lượng mặt trời,Không,24,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống dầu,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,206,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,240 lít (Khoảng 4 - 5 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182148,1750911000079,334105,41,358,Sơn Hà,Việt Nam,,Không có,126,66,Làm nóng bằng năng lượng mặt trời,Không,14,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống dầu,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,126,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,140 lít (Khoảng 2 - 3 người sử dụng),6440000,6440000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182146,1750911000084,334015,41,358,Sơn Hà,Việt Nam,,Không có,126,66,Làm nóng bằng năng lượng mặt trời,Không,14,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống chân không,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,126,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,140 lít (Khoảng 2 - 3 người sử dụng),5740000,5740000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182146,1750911000087,334103,41,358,Sơn Hà,Việt Nam,,Không có,126,78,Làm nóng bằng năng lượng mặt trời,Không,20,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống chân không,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,174,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,200 lít (Khoảng 4 - 5 người sử dụng),8200000,8200000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182146,1750911000085,334101,41,358,Sơn Hà,Việt Nam,,Không có,126,66,Làm nóng bằng năng lượng mặt trời,Không,16,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống chân không,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,142,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,160 lít (Khoảng 3 - 4 người sử dụng),6560000,6560000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182146,1750911000086,334102,41,358,Sơn Hà,Việt Nam,,Không có,126,67,Làm nóng bằng năng lượng mặt trời,Không,18,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống chân không,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,158,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,180 lít (Khoảng 3 - 4 người sử dụng),7380000,7380000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182146,1750911000088,334104,41,358,Sơn Hà,Việt Nam,,Không có,126,89,Làm nóng bằng năng lượng mặt trời,Không,24,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống chân không,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,206,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,240 lít (Khoảng 4 - 5 người sử dụng),9840000,9840000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182147,1750911000072,334099,41,358,Sơn Hà,Việt Nam,,Không có,126,78,Làm nóng bằng năng lượng mặt trời,Không,20,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống dầu,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,174,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,200 lít (Khoảng 4 - 5 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182147,1750911000073,334100,41,358,Sơn Hà,Việt Nam,,Không có,126,89,Làm nóng bằng năng lượng mặt trời,Không,24,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống dầu,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,206,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,240 lít (Khoảng 4 - 5 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182147,1750911000069,334082,41,358,Sơn Hà,Việt Nam,,Không có,126,66,Làm nóng bằng năng lượng mặt trời,Không,14,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống dầu,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,126,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,140 lít (Khoảng 2 - 3 người sử dụng),6720000,6720000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182147,1750911000070,334092,41,358,Sơn Hà,Việt Nam,,Không có,126,66,Làm nóng bằng năng lượng mặt trời,Không,16,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống dầu,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,142,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,160 lít (Khoảng 3 - 4 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182147,1750911000071,334098,41,358,Sơn Hà,Việt Nam,,Không có,126,67,Làm nóng bằng năng lượng mặt trời,Không,18,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống dầu,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,158,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,180 lít (Khoảng 3 - 4 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182145,1750911000077,334094,41,358,Sơn Hà,Việt Nam,,Không có,126,78,Làm nóng bằng năng lượng mặt trời,Không,20,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống chân không,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,174,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,200 lít (Khoảng 4 - 5 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182145,1750911000078,334096,41,358,Sơn Hà,Việt Nam,,Không có,126,89,Làm nóng bằng năng lượng mặt trời,Không,24,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống chân không,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,206,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,240 lít (Khoảng 4 - 5 người sử dụng),10320000,10320000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182145,1750911000075,334089,41,358,Sơn Hà,Việt Nam,,Không có,126,66,Làm nóng bằng năng lượng mặt trời,Không,16,2022,Inox 304-2B,Việt Nam,Vỏ chống thấm nước IPX4,Không có,Tối đa 0.3 Bar,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 96°C,Ống chân không,72 tiếng,180 cm - Ø58,Inox hộp 201,Không,Không,Không,142,196,Không,Lớp bảo ôn Polyurethane dày 50 mm,Không có bơm trợ lực,160 lít (Khoảng 3 - 4 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
