model_code,sku,productidweb,category_code,brand_id,brand,Công nghệ làm lạnh,Sản xuất tại,Điện năng tiêu thụ,Công nghệ tiết kiệm điện,Tiện ích,Khối lượng máy,Bảo hành bộ phận,Loại máy,Công suất đầu ra,Nhãn năng lượng,Dài ống đồng,Cao lắp đặt,Chất liệu dàn tản nhiệt,Độ ồn,Dòng điện vào,Kích thước ống đồng,Số lượng,Dài phụ kiện chính,Độ dày phụ kiện chính,Khối lượng phụ kiện chính,Cao phụ kiện phụ,Dài phụ kiện phụ,Độ dày phụ kiện phụ,Khối lượng phụ kiện phụ,Dòng điện hoạt động,"Chuẩn chống nước, bụi",Loại Inverter,Chế độ gió,Dòng sản phẩm,Phạm vi sử dụng,Loại Gas,Bảo hành động cơ,Cao phụ kiện chính,Cao phụ kiện chính 2,Dài phụ kiện chính 2,Độ dày phụ kiện chính 2,giá gốc,giá khuyến mãi,khuyến mãi quà
180924,1801211456400,75468,36,7,Panasonic,iAuto,Malaysia,0,Không có,"Làm lạnh tản nhiệt | Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Thổi gió dễ chịu (cho trẻ em, người già) | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 2 chiều (có sưởi ấm),10.700 BTU,5 sao (Hiệu suất năng lượng 5.10),Tiêu chuẩn 7.5m - Tối thiểu 3m - Tối đa 15m,15m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,87 cm,21,9,54,78,28,26,,Nanoe-G lọc bụi mịn PM2.5,Máy lạnh Inverter,Đảo gió lên xuống tự động,2016,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 7 năm - Yêu cầu kích hoạt điện tử thành công,29 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180924,1801211456600,75470,36,7,Panasonic,Không,Malaysia,1,,"Hẹn giờ bật, tắt máy | Chức năng hút ẩm | Hoạt động siêu êm Quiet | Thổi gió dễ chịu (cho trẻ em, người già) | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 2 chiều (có sưởi ấm),,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,107 cm,24,12,61,82,29,38,,Màng lọc kháng khuẩn | Nanoe-G lọc bụi mịn PM2.5,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2016,Từ 20 - 30m² (từ 60 đến 80m³),R-32,Máy nén 7 năm - Yêu cầu kích hoạt điện tử thành công,29 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180924,1801211456500,75469,36,7,Panasonic,iAuto,Malaysia,1,Inverter,"Làm lạnh tản nhiệt | Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Thổi gió dễ chịu (cho trẻ em, người già) | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 2 chiều (có sưởi ấm),,5 sao (Hiệu suất năng lượng 4.60),Tối đa 20m,12m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,87 cm,21,9,54,78,28,26,,Nanoe-G lọc bụi mịn PM2.5,Máy lạnh Inverter,Đảo gió lên xuống tự động,2015,Từ 15 - 20m² (từ 40 đến 60m³),R-32,Máy nén 7 năm - Yêu cầu kích hoạt điện tử thành công,29 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180923,1801211456000,75453,36,7,Panasonic,iAuto-X,Malaysia,0,,"Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Thổi gió dễ chịu (cho trẻ em, người già) | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.34),,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,87 cm,23,9,51,65,23,20,,Nanoe-G lọc bụi mịn PM2.5,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2016,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 7 năm - Yêu cầu kích hoạt điện tử thành công,29.6 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180923,1801211456100,75454,36,7,Panasonic,Có,Malaysia,0,,"Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Thổi gió dễ chịu (cho trẻ em, người già) | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.37),Tiêu chuẩn 7.5m - Tối thiểu 3m - Tối đa 15m,15m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,87 cm,23,9,54,78,28,20,,Nanoe-G lọc bụi mịn PM2.5,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2016,Từ 15 - 20m² (từ 40 đến 60m³),R-32,Máy nén 7 năm - Yêu cầu kích hoạt điện tử thành công,29.6 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180923,3051098000020,75455,36,7,Panasonic,iAuto-X,Malaysia,1,,"Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Thổi gió dễ chịu (cho trẻ em, người già) | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.91),,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,107 cm,24,12,61,82,29,26,,Nanoe-G lọc bụi mịn PM2.5,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2016,Từ 20 - 30m² (từ 60 đến 80m³),R-32,Máy nén 7 năm - Yêu cầu kích hoạt điện tử thành công,29.6 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180923,1801211456300,75457,36,7,Panasonic,iAuto-X,Malaysia,1,,"Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Thổi gió dễ chịu (cho trẻ em, người già) | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,107 cm,24,12,69,87,32,46,,Nanoe-G lọc bụi mịn PM2.5,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2016,Từ 30 - 40m² (từ 80 đến 120m³),R-32,Máy nén 1 năm,29.6 cm,,,,,,
180922,1801211456800,75410,36,11,Toshiba,Có,Thái Lan,1,,"Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Thổi gió dễ chịu (cho trẻ em, người già) | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện | Chức năng tự làm sạch",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),Không,5 sao (Hiệu suất năng lượng 5.25),,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,79.8 cm,23,10,53,66,24,22,,Bộ lọc chống nấm mốc | Bộ lọc Toshiba IAQ,Máy lạnh Inverter,Đảo gió lên xuống tự động,2016,Từ 15 - 20m² (từ 40 đến 60m³),R-410A,Máy nén 2 năm,29.3 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180922,1801211456700,75409,36,11,Toshiba,Có,Thái Lan,0,,"Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Thổi gió dễ chịu (cho trẻ em, người già) | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện | Chức năng tự làm sạch",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 4.67),,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,79.8 cm,23,9,53,66,24,22,,Bộ lọc chống nấm mốc | Bộ lọc Toshiba IAQ,Máy lạnh Inverter,Đảo gió lên xuống tự động,2016,Dưới 15m² (từ 30 đến 45m³),R-410A,Máy nén 2 năm,29.3 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180922,1801211456900,75452,36,11,Toshiba,Có,Thái Lan,1,,"Hẹn giờ bật, tắt máy | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện | Chức năng tự làm sạch",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 4.96),,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,79.8 cm,23,9,55,78,29,35,,Bộ lọc chống nấm mốc | Bộ lọc Toshiba IAQ,Máy lạnh Inverter,Đảo gió lên xuống tự động,2016,Từ 20 - 30m² (từ 60 đến 80m³),R-410A,Máy nén 2 năm,29.3 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180912,3051098000660,75224,36,12,Sharp,Super Jet,Thái Lan,1,,"Hẹn giờ bật, tắt máy | Thổi gió dễ chịu (cho trẻ em, người già) | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,2 sao (Hiệu suất năng lượng 2.804),Tiêu chuẩn 7.5m - Tối thiểu 3m - Tối đa 10m,7m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,100.6 cm,24,12,54,78,26,33,,Bộ lọc chống nấm mốc,Máy lạnh không Inverter,Đảo gió lên xuống tự động,2017,Từ 20 - 30m² (từ 60 đến 80m³),R-410A,Máy nén 1 năm,31.6 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180912,3051098000380,72074,36,12,Sharp,Super Jet,Thái Lan,1,,"Hẹn giờ bật, tắt máy | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,4 sao (Hiệu suất năng lượng 3.367),,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,87.7 cm,22,9,54,73,25,25,,,Máy lạnh không Inverter,Đảo gió lên xuống tự động,2014,Từ 15 - 20m² (từ 40 đến 60m³),R-410A,Máy nén 1 năm,29.2 cm,,,,,,
180911,3051098000668,72005,36,12,Sharp,Có,Thái Lan,,,,,1 năm,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,,,,Máy lạnh Inverter,,2014,Dưới 15m² (từ 30 đến 45m³),R-410A,Máy nén 1 năm,,,,,,,
180911,3051098000394,75223,36,12,Sharp,Super Jet,Thái Lan,1,,"Chế độ Gentle Cool Air thổi gió dễ chịu | Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện | Chức năng tự làm sạch",,1 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.56),Đang cập nhật,Đang cập nhật,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,100.6 cm,24,11,54,78,26,33,,Không,Máy lạnh Inverter,Đảo gió lên xuống tự động,2016,Từ 20 - 30m² (từ 60 đến 80m³),R-410A,Máy nén 1 năm,31.6 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180915,1801211440200,73927,36,11,Toshiba,Hi Power,Thái Lan,0,Eco,"Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Chế độ ngủ đêm tránh buốt | Cài đặt nhanh các chế độ với 1 nút nhấn",,2 năm,Máy lạnh 2 chiều (có sưởi ấm),,5 sao (Hiệu suất năng lượng 5.40),Tối thiểu 5m - Tối đa 15m,10m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,79 cm,21,10,53,66,24,23,,Bộ lọc Toshiba IAQ,Máy lạnh Inverter,Đảo gió lên xuống tự động,2015,Dưới 15m² (từ 30 đến 45m³),R-410A,Máy nén 2 năm,27.5 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180915,1801211440300,73950,36,11,Toshiba,Hi Power,Thái Lan,1,Eco,"Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Chế độ ngủ đêm tránh buốt | Cài đặt nhanh các chế độ với 1 nút nhấn",,2 năm,Máy lạnh 2 chiều (có sưởi ấm),,5 sao (Hiệu suất năng lượng 5.46),Tối đa 15m,10m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,79 cm,21,10,55,78,29,26,,Bộ lọc Toshiba IAQ,Máy lạnh Inverter,Đảo gió lên xuống tự động,2015,Từ 15 - 20m² (từ 40 đến 60m³),R-410A,Máy nén 2 năm,27.5 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180915,1801211444300,75142,36,11,Toshiba,Hi Power,Thái Lan,1,,,,2 năm,Máy lạnh 2 chiều (có sưởi ấm),,5 sao (Hiệu suất năng lượng 6.18),Đang cập nhật,Đang cập nhật,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,105 cm,23,12,55,78,29,30,,Bộ lọc chống nấm mốc | Bộ lọc Toshiba IAQ,Máy lạnh Inverter,Đảo gió lên xuống tự động,2015,Từ 20 - 30m² (từ 60 đến 80m³),R-410A,Máy nén 2 năm,32 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180920,1801211446500,74889,36,2,Samsung,Có,Thái Lan,0,,"Hẹn giờ bật, tắt máy | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),Không,5 sao (Hiệu suất năng lượng 4.41),Đang cập nhật,Đang cập nhật,Ống dẫn gas bằng Nhôm - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,82.6 cm,26,9,54,72,26,25,,Bộ lọc thô Easy Filter,Máy lạnh Inverter,Đảo gió lên xuống tự động,2015,Dưới 15m² (từ 30 đến 45m³),R-410A,,26.1 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180920,1801211446600,74890,36,2,Samsung,Có,Thái Lan,1,,"Hẹn giờ bật, tắt máy | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 4.54),,,Ống dẫn gas bằng Nhôm - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,82.6 cm,26,9,54,72,26,25,,Bộ lọc thô Easy Filter,Máy lạnh Inverter,Đảo gió lên xuống tự động,2016,Từ 15 - 20m² (từ 40 đến 60m³),R-410A,,26.1 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180920,1801211446700,74891,36,2,Samsung,Có,Thái Lan,1,,"Hẹn giờ bật, tắt máy | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 4.47),Tiêu chuẩn 7m - Tối thiểu 3m - Tối đa 20m,12m,Ống dẫn gas bằng Nhôm - Lá tản nhiệt bằng Nhôm,,,,Khoảng 7000 trang A4,89.6 cm,26,11,54,79,28,32,,Bộ lọc thô Easy Filter,Máy lạnh Inverter,Đảo gió lên xuống tự động,2015,Từ 20 - 30m² (từ 60 đến 80m³),R-410A,,26.1 cm,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
